ID,response_text
example_578,I love to renovate houses. It's so much fun!
example_579,Have you thought about talking to a credit counselor? They can help you create a budget and get out of debt!
example_580,Sorry to hear that_comma_ but it is what you need to do for the pain and suffering of your pet
example_581,Sorry to hear that_comma_ perhaps they will give you another chance.
example_582,It's good that the image stayed with you in a positive way!
example_583,I love surprises like that!  How much did you end up getting?
example_584,Well you're welcome. That's good that you learned something from your experience. Just remember next time!
example_585,wow thats rough
example_586,It does indeed! You'll get it next time for sure.
example_587,i hope you are ok i would be very upset if that happened!
example_588,thats awesome
example_589,It's always exciting when you can make all your dreams come true.
example_590,Oh wow that sounds very interesting. What did you think of it?
example_591,It's amazing how it always makes me feel so peaceful and free. The sound of the waves is soothing.
example_592,That sucks its hard when you want so bad and then feel so bad about yourself afterwards
example_593,It's good that you are trying to get back into it!
example_594,wow thats very sad . hope you are doing alright now
example_595,I am so sorry to hear that. That is one of the worst things that can happen. I hope you are doing well and not thinking about it too much!
example_596,My wife and I love going to the beach too.
example_597,That's true_comma_ I heard he wrote it all by himself!
example_598,that's nice of them_comma_ what is your relationship like with them?
example_599,oh no! im glad you got away from him.
example_600,you are a good brother
example_601,That is great_comma_ I am happy for you
example_602,Oh no_comma_ did you get home safely?
example_603,Maybe one day_comma_ keep chasing your dreams!
example_604,That's awesome! It seems like you are teaching them well!
example_605,I hope you don't have to go through it again anytime soon.
example_606,That's nice that it wasn't too bad then. I hope you didn't have to spend any money replacing anything.
example_607,That sounds like fun.  I'm glad she came and not the other way around.
example_608,Well you have a lot to think about for sure. You must be hurt really bad!
example_609,That's really scary. You should call a pest control service to deal with that issue.
example_610,yea me too_comma_ i hope so
example_611,Did you go on vacation?
example_612,oh lol that's not cool... but i am sure you'll have more fun next time!
example_613,Oh man.  That is awful!  You need to talk with your girlfriend as soon as possible and explain everything.
example_614,Well that is pretty funny lol
example_615,That sounds adorable!
example_616,Nice! That is good to hear. It's hard to lose weight while being nervous lol
example_617,I'm sorry to hear that. What did you do instead?
example_618,yes i was but it was a joke
example_619,I'm so sorry to hear that. Losing a pet can be really tough. Did your dog die recently?
example_620,That's unfortunate.. Hope he felt better soon!
example_621,Me too_comma_ especially ballet dancers
example_622,That is very good advice. I am glad you are safe!
example_623,Well that's disappointing_comma_ unless you won some money back and put it in the bank.  You can always try again!
example_624,I'm glad to hear that_comma_ but still_comma_ you should have thrown the cake away first!
example_625,That's so sad_comma_ but I hope the good ones bring solace.
example_626,yes time heals all wounds and they say _comma_ when one door closes another opens
example_627,It's just for attention and ratings I guess.
example_628,That's good of you. At least she will get to grow up without all that sugar in her diet!
example_629,I'm sorry to hear that man
example_630,I'll def check it out
example_631,I hope so! I'm a little nervous though.
example_632,Sorry to hear that_comma_ I hope you're doing alright.
example_633,I am glad you are standing by her. If only I had such a good girlfriend.
example_634,I am sure you will be fine
example_635,Oh I have heard of that. My sister saw it and said she loved it!
example_636,Oh my goodness!  Is she okay?  That can be a scary thing to happen for an animal.
example_637,That sounds like such a fun thing to be a part of.  I bet it was awesome!
example_638,You must be one of those rare individuals who can gain muscle without steroids. That is truly impressive.
example_639,Thats great!  What did he get?
example_640,You have so many wonderful memories of him.  It is okay to reminisce about them and cherish those moments when it feels like he's with you again.  I hope you find some comfort in the good times you shared!
example_641,thats cool. my family is crazy too and they make me nervous all the time. good luck with them!
example_642,I can understand that. The trade off of having enough room for your kids to run around vs being stuck in an apartment.
example_643,yeah thats fair i would have been upset too
example_644,That sounds really nice.  Have you ever tried canning?  It's so rewarding and delicious!
example_645,I'm glad you liked it.  What did you like most about it?
example_646,That sounds like a lot of fun_comma_ I would love to try that one day too
example_647,Yes there are indeed_comma_ but I don't know what they are.
example_648,i cant wait to be a dad one day
example_649,it sucks.. but I am glad to hear that it is going away now?
example_650,Well you should not let your fear control you. It can cause anxiety.
example_651,That is awesome -- you should be very proud of yourself too!
example_652,I'm glad to hear that it's not a problem anymore! But I bet it can be really tough to go through at times.
example_653,That is so sweet! You must be very excited to see them again!
example_654,oh no .. you must talk to him properly and try to solve this problem.. dont lose faith
example_655,That is awesome_comma_ congratulations!
example_656,That is fantastic. It's great to see her succeeding like this. What are you doing while she is off chasing her dreams?
example_657,Yes we all do. Its a tough pill to swallow but once you realize it_comma_ you can start the healing process. It will be hard at first but eventually you will get used to it.
example_658,That is awesome that you have a long history together. I'm sure it will be great catching up!
example_659,"Well, if you're competing against yourself then it's no big deal. Just be proud of the fact that you worked hard and did your best!"
example_660,I bet it's been long time since you've seen her!
example_661,Well at least they are actively working on it!
example_662,Oh wow_comma_ well that's even worse than me not understanding what you were talking about. That stinks! It sounds like they lived a long life though so I guess it wasn't too bad for them either?
example_663,That's not nice of you! I hope it works out in the end for both of you.
example_664,Well at least you started somewhere!
example_665,I love how technology has made us so connected and yet still allows us the freedom of being able to disconnect.  Great point!
example_666,Oh wow... good luck with that. I hope you get your money back and also the chance to sue them for being unprofessional. That would be a real kick in the pants!
example_667,That sounds like a blast!  You will see your friend again I am sure.
example_668,Go to a bar or something?
example_669,Good job_comma_ that could have easily been something much worse!
example_670,Oh wow_comma_ you guys are lucky. I hope you enjoy your trip!
example_671,That sounds like you got this! Good luck with getting your roommate in line too!
example_672,That must be so stressful on all of you. I hope things turn around soon!
example_673,I think life is a mix of both. We don't know what is going to happen and when but we can make the most out of it
example_674,I am sure it will be fun and the views are beautiful
example_675,It would be nice to see that happen!
example_676,maybe you should try talking with a local counseling service to see if they can help you out _comma_ i hope she gets the help she needs
example_677,That's so cool_comma_ do you have any kids?
example_678,That's a good one! Did it scare you to death?
example_679,I am sure she will do great things
example_680,That's nice_comma_ the new Prelude does look nice I bet you guys will have a lot of fun cruising around in that ride!
example_681,Wow_comma_ that must be a very challenging degree_comma_ but rewarding as well I suppose.
example_682,You should just be honest and tell her about it as soon as possible.  Trust is such a precious thing in relationships.
example_683,That's great! I'm sure they'll be happy to see you too!
example_684,I'm sure they would love to hear from you if you reached out! It's easy for life to get busy and before we know it years have passed.
example_685,Ohh that sounds creepy_comma_ I am scared just thinking about it.
example_686,I am glad that you have such a wonderful memory with your husband!
example_687,i know how that feels. we all have our favorite pets. it's hard to let go but they live on in memory.
example_688,Yes. He is a total disaster and I can't wait for him to be out of office.
example_689,I'm glad you're getting help. Hopefully you'll be back on your feet soon!
example_690,Yeah_comma_ that's true! Did you visit your grandparents?
example_691,That does sound frustrating. I am sure your coworker doesn't realize how much work they are pulling from others.
example_692,Oh that's a pain_comma_ good luck!
example_693,what a crazy thing to do
example_694,That sounds like two very nice horses. Did you sell them when you left the ranch?
example_695,That is great that you are prepared for it and able to fix the issue quickly and easily.  It would be terrible if something happened and you were stuck on the side of the road without any tools or assistance.
example_696,That sounds terrifying!
example_697,Don't worry it will come to you in due time
example_698,Oh wow.  That is quite an adventure you are embarking on.  I hope everything works out well for you!
example_699,I'm so glad to hear that_comma_ my wife practices yoga and meditation and does the same thing!
example_700,Oh wow! That is crazy! You were lucky.
example_701,It does. It makes me mad that people can be so thoughtless and selfish at times.
example_702,I'm glad it worked for you!
example_703,I think I'll stick with my heat and humidity where it's a little cooler_comma_ less humid.  And the heat from my AC unit.
example_704,I hope so too!
example_705,I am glad everything worked out. It sounds like you did the right thing.
example_706,I'm happy you're doing better and making it through. The good old days... they are the best.
example_707,That sounds like an amazing job. You must have a great deal of satisfaction out of it.
example_708,I'm sure it's not the first time this has happened though...
example_709,Wow that's amazing! I would have offered at least half of it.
example_710,That's awesome! Congratulations on your success! You must be so proud of yourself!
example_711,That sounds like a huge undertaking.  I hope they can do it.
example_712,What did they do? Were you scared?
example_713,I have moved to Canada for work but it wasn't that far from where I lived before. My wife is originally from Canada so we were close by.
example_714,I'm sure everyone understood what you were trying to say despite the issues. You can't let something like that make you feel bad about yourself!
example_715,It's good that you drive defensively.
example_716,Yes_comma_ I got into a great job after college. But i had to work hard for it!
example_717,Yeah_comma_ I'm sure you did the same as me and got your flashlights ready just in case.
example_718,I agree completely.  We need more help for people like Anthony Bourdain who have such a big platform to reach so many people.
example_719,Thats awesome_comma_ congrats. You worked hard.
example_720,Actually_comma_ I was just thinking about going back to Six Flags. I haven't been there in years.
example_721,That's good. You should keep doing that.
example_722,I remember when I was little I used to think that he was real. I would write him letters and leave out cookies on Christmas Eve. I never got a response.
example_723,it is funny and frustrating at the same time..
example_724,I have watched many TV show from start to finish with tears flowing out! I love when they have an emotional ending!!
example_725,It was in Williamsburg.  It is my favorite!
example_726,I can't imagine what kind of parents they have.
example_727,I am sure it was hard on you to hear your dog get sick.  I'm glad they are recovering!
example_728,"I guess it'll take a while to get that done then. At least you're covered by insurance, right?"
example_729,You are really lucky to have that kind of friendship.
example_730,Yes_comma_ my dad and mom are here right now so I understand that feeling.
example_731,I think i will never be that good and thats ok
example_732,I bet you were! You must be exhausted from the moving. Was everything packed up okay?
example_733,I hope it goes well! If not_comma_ there are plenty of other jobs out there. Good luck!
example_734,Good you had enough sense to get rid of it.
example_735,I'm sure she appreciates it! It's great that you're supportive of your sister's endeavors. That means a lot.
example_736,That sounds like an interesting place to live_comma_ I'd love to see it one day
example_737,That's awesome. You're lucky to have them_comma_ so make sure to show your appreciation!
example_738,"Yeah_comma_ you're right.  My grandma used to say ""all humans are born good"".  Well_comma_ she was onto something there.  It is sad that we lose sight of it sometimes."
example_739,What are you going to do about it?
example_740,Maybe they don't think about it. But the rest of us do and that's why we hate having to deal with them.
example_741,My heart goes out to you and your family.  I hope they get some help soon.  Have you considered counseling?
example_742,You are already taking steps towards finding a job so keep going. It's just hard when you feel like nobody is listening. Keep up the good work!
example_743,You are lucky you have that kind of time to wait and watch her progress! It sounds like your going to be a good sister
example_744,i try to relax every day lol
example_745,Maybe one day I will.  What a thrill!
example_746,That's cool! I've been wanting to try vegan out. What is your favorite food?
example_747,Sorry to hear that. Have you tried other things to help with them?
example_748,Not as much as I'd like but we try to get together when we can.
example_749,That sounds like an awesome car! I would totally want to ride in that.
example_750,It's not the end of the world...I have an entire shoe closet full of new ones.
example_751,I love pizza.  I am always buying it when I can get a deal on it.
example_752,i understand _comma_ i would feel the same way _comma_ but just take a step back and focus on you for a little bit and then start to get involved with others who are right for you
example_753,Yummy! I love when my mom makes her famous pot roast for dinner - it tastes so good.
example_754,Hard work does pay off in the end!
example_755,I don't have any yet but I'm waiting for the right person to come along. My sister has two kids and she says it's not what they are like that matters_comma_ just being present with them and enjoying the moments and having patience is what matters.
example_756,What part of Japan are you going to?
example_757,That sounds amazing! I am so happy for you and your parents.  You are so lucky to have them.
example_758,"No, but that is not an option here due to it being so hot and dry.  Do you live near a lake with waterfalls?"
example_759,Wow_comma_ that's far! I hope you're able to stay busy and keep yourself occupied when your husband is away.
example_760,I hope everything works out for the best!
example_761,Oh wow_comma_ you should get your brother a gift to make up for it
example_762,I do not. My kids are 12 and 9 now.
example_763,Thats great!  What did you talk about?
example_764,Yes_comma_ I can go back a few times a year. But I still get homesick sometimes.  It is hard not to miss home!
example_765,That's good.  A lot of people get caught cheating these days and it is very sad.
example_766,I bet he appreciated it too_comma_ that is nice of you to show the support.
example_767,I think it will work. Good luck
example_768,I bet you're going to make it for your friends soon lol
example_769,I would say that you should get ready for that new job with excitement and confidence. Good luck!
example_770,Trouble-free births are rare. But you'll get through it. And when you're holding that baby in your arms_comma_ all those hours of sleep deprivation will feel like nothing. You'll survive and thrive!  Oh my goodness_comma_ I'm so excited for you! I hope everything goes well.
example_771,I love watching scary movies_comma_ but I don't like to do it alone!
example_772,I am a huge Alabama fan. Roll tide
example_773,You must have been excited. I bet that was pretty thrilling!
example_774,I am sure you are grateful for your friend's help.  It is good to have someone you can rely on like that!
example_775,That is amazing_comma_ congratulations! Hard work always pays off.
example_776,You should try to reach out and help if you can.  Sometimes it is better that way so they don't have to deal with other people during the grieving process.
example_777,Congratulations_comma_ have you talked to anyone?
example_778,Good thinking.  Did you have any pets?
example_779,Yes_comma_ but you didn't kill anyone or do anything bad to them. You just took something that wasn't yours and felt terrible about it. I am sure they did not even notice!
example_780,Well I hope he gets better soon! That's what friends are for anyway!
example_781,It does! Well done!
example_782,that's pretty funny!
example_783,That is great news! I am glad you got the job!
example_784,That's terrible. You should talk to your landlord about it though.
example_785,That is understandable_comma_ especially if you're in public and everyone is staring at you!
example_786,You must be so proud
example_787,thats very sweet of you. I am glad you guys had such a fun date!
example_788,Sorry about your loss.  Hopefully you have some fond memories of him.
example_789,Yes! I did. I remember making my way out of the store and going straight home and mailing that baby out to the bank.  And I didn't even wait until payday lol
example_790,That is good_comma_ at least you can think back on the good times and remember when your bus was nice!
example_791,That is a lot of time. Hopefully the pain will go away soon.
example_792,That would be funny.
example_793,What are you going to do without him?
example_794,oh well thats good to hear then!
example_795,What kind of food do you cook for your parents?
example_796,I'm so sorry about your sister. It's always tough to see someone you love die. It takes a lot of strength to get through this kind of thing.
example_797,That is so cool!  What part of the world are you in?
example_798,oh thats good.. its always so stressful to lose something that important.
example_799,that's amazing_comma_ happy birthday!
example_800,Oh that's great! That'll give them a chance to see him too!
example_801,ah thats a good one I used to watch that with my family. they were pretty funny
example_802,Good. That's good to hear!
example_803,How long is the flight?
example_804,"Well, that's good then at least you are being honest about why you didn't invite her. It takes courage sometimes to own up to things like that."
example_805,same here
example_806,That's pretty cool! Sounds like you have a really cool partner!
example_807,Thats not good at all!
example_808,Wow that's cool! What kind of drawings does she do?
example_809,Sounds like you took the right approach!  That sounds very parental of you
example_810,Yeah that sounds tough_comma_ I bet you're feeling lonely
example_811,That sounds like a lot of stuff to do with it.  You should be proud of your husband and his generosity!!!
example_812,Oh that's crazy. I watched a movie once where they were cooking someone alive and it made my stomach turn too.
example_813,I'm sorry to hear that. I wish him luck.
example_814,that is true! good luck and stay positive!!
example_815,I know exactly what you mean.  I can't even believe my oldest daughter turns 16 this month.
example_816,Yeah I can see why you wouldn't want to look around. Hopefully no one got hurt.
example_817,I hope you are doing better now.
example_818,Good for you. What kind of work do you do?
example_819,I hope everything works out.
example_820,That sounds like it was really fun. I've always wanted to go to the beach!
example_821,Well I hope you can get him fired.
example_822,Definitely_comma_ you have to catch another performance if you ever are in NYC again!
example_823,That's good that you got away from it fast enough!
example_824,Don't worry too much. Just relax and let them get to know you!
example_825,Yeah well that sounds rough. You should talk to her about it and see how she feels too. Good luck!
example_826,That's wonderful!  I bet you can't wait to see her.
example_827,Congratulations! That's so sweet. What song was it?
example_828,Good for you! Sounds like the kind of workplace I would want to work in!
example_829,That's so sweet!
example_830,You should see a doctor
example_831,Wow. That sounds amazing. I hope you are ready to move in!
example_832,Oh no_comma_ that's a terrible thing!
example_833,Tell her it's because of all the work you do for her and that she'll be a great person when she grows up. She'll know one day
example_834,Oh wow!  That is awesome!  I bet it made you feel good to see that.  Maybe try drawing one back at her?
example_835,Oh no! That's terrible. They should have at least tried to do it themselves or gotten help from someone else. But you're a great parent for stepping in and showing them what they need to do.
example_836,I am sure you are going to nail it and get your dream job!
example_837,oh that's nice_comma_ i bet those are the best kind of memories!
example_838,That's terrible_comma_ were you young at the time or older?
example_839,That's great to hear that you're putting yourself out there.  Hopefully it works out!
example_840,Oh no_comma_ that's too bad! Well at least you got something to eat haha.
example_841,Wow thats a great amount of time! I hope you find someone new and happier.
example_842,That is the truth. I'm sure your family just forgot or something.
example_843,That sounds very interesting_comma_ well done.
example_844,Oh man! That sounds terrifying!!
example_845,Well that's good.  It takes courage and perseverance to get through something like that.
example_846,How long did it take?  Are you happy now that it's done?
example_847,That is so unfair! I would be angry too.
example_848,That's cool_comma_ what did you buy?
example_849,That's pretty cool that you stood up for yourself.
example_850,Thats exciting. You should be proud of yourselves for taking the initiative.
example_851,whoa that is amazing!
example_852,That's hilarious_comma_ did you get it?
example_853,Maybe they will in the future.
example_854,Wow_comma_ that's quite a bit of work! Good luck with it tomorrow.
example_855,Well that's great! Keep at it and you'll get there eventually!
example_856,I am sure you will be happy to see her soon!
example_857,Well he will be in a better place. He is happy now.
example_858,That is a very long time. Good for you!
example_859,Yes they can be but its all part of the fun. They are entertaining
example_860,That sounds like it would be really fun and relaxing.
example_861,That's really cool that you went with her.
example_862,Oh wow_comma_ do you guys take turns bringing dishes or something?
example_863,that one i remember watching with my friends and we had to hide under the bed lol
example_864,Its always good to reminisce about happy times
example_865,I can imagine it was very frightening! How long did it take to calm down?
example_866,that's awesome! what does she do?
example_867,thats terrible_comma_ were you able to teach your son the lesson in a good way?
example_868,It will settle as time goes on.  Just try to focus on making a good impression!
example_869,How long were you gone for?
example_870,I would imagine so_comma_ at least we are not alone in this situation. I hope you feel better soon!
example_871,i am sure you are . I wish you a happy reunion!
example_872,You can try the area out for free before you move! It's a good idea.
example_873,I understand
example_874,Oh wow! Aliens sound very interesting and scary
example_875,Oh yeah_comma_ I can only imagine how nice that would be.  But sometimes I wish you were my friend haha
example_876,Ew gross! What did you do?
example_877,I understand that totally! It can be difficult with dogs_comma_ but it is rewarding as well.
example_878,Its never too late for that_comma_ just keep on planning and you'll get there eventually
example_879,That's awful I would be so upset if that happened!
example_880,yes it is so annoying when they refuse to pay even after you are sure that you have sent all paperwork and information to them.
example_881,I went to Thailand.
example_882,I'm glad that it wasn't an intruder!
example_883,Well that's really rude. I hope you can get him to pay you back.
example_884,I am sure she is happy to help out. Sounds like a good team!
example_885,I bet it felt good after work. You must have been happy.
example_886,oh i understand_comma_ we all do it .. its fine_comma_ nothing wrong in it
example_887,I have not seen that one_comma_ but I will when I get the chance
example_888,Oh ok sounds like a lot of work! Do you already have one kid?
example_889,Good on your mom that she was able to get it for you!  Hopefully its exactly what you were looking for.
example_890,That is really nice of you. Its hard to see things change like that.  It can be very stressful and upsetting.
example_891,That's so sad. Sometimes it takes discipline to teach us responsibility.
example_892,That sounds really fun.
example_893,That's true. It can be tough to go through life by yourself.
example_894,That's funny! They'll get used to it eventually lol
example_895,Oh well_comma_ there will be other times you can go to parties.
example_896,It sounds like you felt very much dependent on her. That's not uncommon!
example_897,Nice! Sounds fun! Is it on IMAX?
example_898,"they have food, toiletries, clothes.. things like that. we put together and give to the homeless when we go out with my wife"
example_899,I've found some pretty cool things on Etsy_comma_ good for you!
example_900,haha yessss.. I love driving long distances.
example_901,That's great! What kind of renovations are you doing on your house?
example_902,That's wonderful! Congratulations on your little man!
example_903,I have never tried that before. I just get lazy and don't want to do anything. But if you are doing it then I should give it a try too lol
example_904,I'm sorry to hear that. I've never had a girlfriend myself so I can understand how lonely it might feel.
example_905,I can see that_comma_ music has a way of doing that for sure!
example_906,You can try talking to him and seeing if you can help him understand why it is important to be on time etc.
example_907,Wow_comma_ really? What were you doing there? Were you looking for a home?
example_908,You should try Netflix.  That one doesn't do that much.  I am currently looking at Amazon Prime because of this reason.
example_909,That is very generous of you.  You must be very proud.
example_910,If you dont try you will never know what could have been
example_911,Yeah I think you will find something_comma_ maybe a local butcher?
example_912,I feel sorry for your dog. You should feed him some green beans to help with that.
example_913,Oh my goodness_comma_ I'm sorry to hear that. Hopefully you have some fun with your toddler while he is gone and not too stressful.
example_914,haha oh man_comma_ I feel bad for you!
example_915,What does he do in the military?
example_916,Oh wow. I'm glad she's ok now.
example_917,Oh no_comma_ what did you do with her after that?
example_918,That's good of you to think of others as well.  Just don't give up!
example_919,I have not heard of that one_comma_ but I'll keep an eye out for it. Thanks for the recommendation!
example_920,What happened between the two of you? I think he should be grateful for what you did for him
example_921,I hope everything works out.
example_922,I am sure it will be very happy and safe home for you.
example_923,Oh my. That must be incredibly hard on you_comma_ I am sure she has been a wonderful companion to you. It's really too bad that all animals aren't allowed to live forever!
example_924,Good_comma_ everyone helps where they can.
example_925,Oh wow_comma_ what a fun prank. I'm glad you got so many people together for it though.
example_926,I haven't either. My friends have though_comma_ and they're so hurt!
example_927,I hope so_comma_ I love looking at the stars. It's nice to relax and get away from everything else
example_928,Yeah_comma_ it will get better! Baby doesn't sleep much and they are so needy in the first few months.
example_929,It is tough not seeing her everyday_comma_ but we are texting alot! We will see her in a couple weeks when she comes out here!
example_930,I hear you! It's nice when we can just get away and be alone from the world_comma_ but grocery shopping is not fun.
example_931,I hope you guys have a great time!!  I've never been to Disneyland but I love Disney movies lol
example_932,You should be too! You're one of them now_comma_ haha.
example_933,That's great! I bet they are adorable.
example_934,That is so awesome!  I bet he felt amazing at work when they told him the news and you get to enjoy all the perks of having it now.
example_935,You will i'm sure! Good luck
example_936,yes but it wasnt in my field
example_937,I can imagine. It's not good for your relationship. Maybe she should let you know where she is going and who she is going with before she goes out.
example_938,That's amazing!  So how did you spend your time with him?
example_939,Wow. That sounds like quite an inconvenience. Maybe you can order online?
example_940,That's awesome to hear_comma_ good luck with your new job and home!
example_941,I bet he got in trouble for it.
example_942,I hope he feels better soon. That must be so scary for you and your family.
example_943,wow that is super cool!!
example_944,Summer can be tough but you'll do great! Good luck tomorrow!
example_945,I can imagine! It's always fun reminiscing about childhood memories.
example_946,That's hilarious_comma_ you're a lucky woman!
example_947,Yeah_comma_ I've been in a tornado before and it was awful
example_948,Awe_comma_ that's such a sweet name. I hope she gives you lots of joy.
example_949,It is unfortunate that they didn't leave a note.  It sounds like you will have to get it repaired.
example_950,That would be a lot less scary
example_951,You will do great! You've made it this far!
example_952,Sounds like it is quite big then.
example_953,They are really good neighbors. It sounds like they are very selfless.
example_954,Nice!  I'm sure he'll be successful!
example_955,To Hawaii. We want to go to the Big Island. It's supposed to be beautiful there.
example_956,That's all that matters! Hopefully it wasn't too traumatic for you.
example_957,I agree_comma_ and i would never call them again
example_958,Did you say anything to the guy?
example_959,I'm glad you were able to get out safely!  Hopefully next time there won't be another storm in your area.
example_960,It sounds like you're married to a nice person. You will be happy for the rest of your life with him
example_961,Oh no_comma_ thats really disappointing! Maybe you can go out another time when they aren't celebrating?
example_962,that sounds like a lot of fun
example_963,That's a very mature way of thinking about it! I'm sure you're doing a great job.
example_964,You must be a great coworker to have such wonderful coworkers like that!
example_965,That's great to hear_comma_ good luck with the test!
example_966,Oh good! What was the name of the test?
example_967,yeah im sure you guys will get it. he sounds like he deserves it
example_968,Maybe he is a jerk_comma_ who knows?
example_969,For sure_comma_ I'm glad everything is going well for you before tomorrow!
example_970,You are not alone in this feeling! Just keep your head up and believe you will find the right person when the time comes.
example_971,Glad to hear that_comma_ and it's good you were so cautious! It is better to be safe than sorry. Travel can sometimes be scary_comma_ especially when you are going somewhere new or alone for the first time.
example_972,It can be hard sometimes. Keep trying. You'll find someone eventually.
example_973,I bet you would not even if they were in heaven lol
example_974,thats awesome.  how much did you win?
example_975,You can try exposure therapy...or just stay away from them as much as possible.
example_976,I would love to play more video games in my free time.
example_977,i would have been mad.. i wouldnt give them another chance though
example_978,Well at least you got some quality time to yourself and reflect on things? It's great that your wife has family to go see_comma_ so you're not completely alone_comma_ right?
example_979,That must be tough for you_comma_ I'm sure he appreciates the time you do spend with him though.
example_980,Oh my goodness! It must have been so difficult for you. What kind of cancer did she end up having?
example_981,I remember that feeling of relief like it was yesterday. It's amazing how much has changed since then! I hope your day was as exciting as mine was!
example_982,Don't do it no matter what! You got that right!!
example_983,That's true.  I hope you stay safe and the tornado does not hit you.
example_984,i bet you are grateful
example_985,that is wonderful. you are lucky to have such a good husband
example_986,Oh thats so sad_comma_ I am sorry to hear that_comma_ are you going to file a police report?
example_987,oh god that's terrifying!!
example_988,Have you talked to her about it?
example_989,I see. I am glad you are ok.
example_990,I am happy for you both. I hope you have a long and healthy marriage!
example_991,Well I hope you get a good time with him!
example_992,Yeah. It is the best feeling. I used to be so self-conscious about myself and now I love how I look in the mirror.
example_993,That's awesome! Are there any kids?
example_994,That is great to hear that you are feeling luckier than usual.
example_995,Don't worry you are still very young and have many things in front of you.
example_996,I hope next year is better for you guys. You deserve it. Have fun next time!
example_997,It sounds like this will really help your future career as well.
example_998,Yeah it's hard not to feel gross and dirty. I hope you were able to wash off as soon as possible afterwards.
example_999,Do you like to stay up too late watching TV or something?
example_1000,I've never heard of Alaska.  Have you visited before to prepare?
example_1001,What kind of work does he do? I bet they don't know how lucky they are!
example_1002,The prequels were pretty cool too.  They have come so far since then.
example_1003,Well if you start noticing that your body might be holding a fart then it's definitely time to cut back on the beans!
example_1004,That is great. You must be really happy!
example_1005,well its good to be a helpful citizen
example_1006,I was scared too_comma_ but my dad helped me through it. Now I'm fine
example_1007,congrats! i'm glad to hear you got the job
example_1008,that sounds so awesome ! i hope you have an amazing time!
example_1009,That's pretty sweet! I've been wanting one for ages too.
example_1010,That's really sweet! That is one thing my parents did for me and I appreciate it so much. It doesn't even have to be clothes either - food helps a lot too.
example_1011,Sorry that happened to you. Hopefully things worked out for you in the end.
example_1012,Well she should be more considerate of your feelings. That's not cool.
example_1013,What are they moving for?
example_1014,Oh yeah. That is a very positive attitude to have. Good luck!
example_1015,Yes they can't even see the pain of others.
example_1016,How long was it? Was it a master's or undergraduate degree?
example_1017,wow thats awesome
example_1018,That sounds great.  Im sure she appreciates it.
example_1019,I hope so too.
example_1020,Hope your project turned out well and all.
example_1021,Did you have her for long?
example_1022,That sounds like a big accomplishment!  I bet you are very proud of him!
example_1023,That must be so painful to see.
example_1024,That sounds like it turned out pretty alright! I'm glad you were able to meet people and get help.
example_1025,That is nice that you are able to find comfort in it.  I know it will be comforting for a long time to come!
example_1026,I hope it's not too long yet.
example_1027,Yeah that's definitely frustrating.  There are also products like a white noise machine and a fan that can help with that!
example_1028,Maybe someday!
example_1029,Yum! I could go for that right now.
example_1030,I used to drive a lot and had the same problem. It was really scary as well
example_1031,I am scared of spiders too_comma_ but only when I see them. If they are in a jar and I watch it from far away_comma_ its ok.
example_1032,I love dogs!
example_1033,Did they turn the power back on within a couple of hours?
example_1034,It's good you are able to let go and move forward!
example_1035,haha yea it's pretty gross when that happens!
example_1036,I love that sound too. My grandma used to say it brought good luck!
example_1037,That is awful_comma_ how are you getting around now? Do you have any friends that could drive you?
example_1038,Oh wow that is quite amazing! How often have you played? You are a lucky man haha.
example_1039,Wow that sounds like quite an experience. You can't even get anything like that here in New York.
example_1040,Oh man! That's even worse than being burned by someone you knew personally. Hopefully it won't happen again in the future.
example_1041,What's on your mind? It seems like you started to say something but it got cut off. If you don't mind me asking...
example_1042,oh my god that is so gross
example_1043,Oh wow that sounds like a big project. Well I'm sure it'll go well!
example_1044,Oh no_comma_ I'm sorry that happened.  Did you guys still have fun?
example_1045,I'm glad you are. You are fortunate to have her
example_1046,That is nice of him_comma_ I am glad you have a good man in your life. I hope that breaks up soon so you can get back to normal doing things
example_1047,Oh yes_comma_ you know how that is. I hate running into people in stores lol
example_1048,Oh no! That's one of those days. I'm glad you can laugh about it now
example_1049,Definitely. I love being able to stay home with my kids while they do their homework
example_1050,Oh my goodness! That is terrifying! I would have screamed so loud!
example_1051,That does sound strange. Did you end up eating the mystery candy?
example_1052,I can imagine it would be hard to wait for that kind of money. It's great that you have a husband who is good at his job!
example_1053,That is so cool_comma_ I am jealous of your luck
example_1054,Lol I bet they laughed a lot. Did you get up and run away?
example_1055,That is awesome. Maybe you should make one for others who may benefit from it.
example_1056,That's good of you. Maybe it will start to behave at some point. It usually takes time for a cat to adjust to their surroundings and learn how to act properly.
example_1057,thats awesome! you are going to do great things
example_1058,Well at least it is something to be grateful for.
example_1059,Well_comma_ don't let it get too much into your head. Just try not to think about it too much and give him space.
example_1060,Oh really? What kind of games have grown the most?
example_1061,That's a long time to be away from your hobby! Hopefully you will get to go soon.
example_1062,Math.
example_1063,Oh_comma_ what does it say on the medal?
example_1064,I've never bowled but it looks fun to me. Maybe one day I'll try it out and see what all the fuss is about.
example_1065,I hope they help. It sounds like it could be a break-in.
example_1066,It's not so bad. You will get better with practice.
example_1067,It's always better to be honest if you can handle it!
example_1068,It sounds like you are doing a lot better than them! Good for you. You can always make new friends in your community. Just be open and friendly.
example_1069,That does sound like a lot!
